time,z,y,x
22.5041,-0.0275373,-0.349354,0.552476
22.5359,-0.256303,0.229817,0.198734
22.5746,-0.301402,0.083368,0.58117
22.6041,0.471344,-0.809958,-0.313699
22.6361,-0.0248385,-0.112633,0.0201836
22.6752,0.0237406,-0.135137,0.172128
22.7041,-0.010615,0.180235,0.158607
22.7361,0.0106507,-0.0106667,-0.128867
22.7754,0.153607,0.031954,-0.122571
22.8041,-0.029431,-0.130097,0.116103
22.8362,0.0837041,-0.260882,0.0556151
22.8755,0.170309,-0.109975,-0.225362
22.9041,0.136274,-0.0329757,-0.0117759
22.9361,-0.112797,-0.141467,0.469271
22.9757,-0.0473713,0.196316,-0.0128191
23.004,0.0634344,0.0692402,-0.322515
23.036,-0.223637,0.0262885,0.0422785
23.0753,-0.0179319,0.00647697,0.443716
23.1042,-0.0306373,0.167577,-0.413194
23.1362,-0.0421717,0.159509,0.893125
23.1736,-0.370982,0.00326555,-0.193403
23.2041,-0.0187062,0.414926,0.0496058
23.236,-0.19511,0.363214,-0.229608
23.2759,-0.116197,0.171905,0.0129294
23.3041,-0.0826068,0.335386,0.172031
23.336,-0.0479409,0.141192,-0.16177
23.3757,-0.0899845,0.10458,0.00970304
23.404,-0.0573776,0.304242,-0.0907732
23.4362,0.182682,0.205721,0.110167
23.4753,0.0111197,-0.13547,0.331509
23.504,0.0528847,-0.454674,0.038592
23.5361,0.174625,-0.18082,0.40698
23.576,-0.161005,-0.0852188,0.0631543
23.604,-0.0811708,-0.0134308,0.0992284
23.6363,-0.172503,0.153599,-0.137001
23.6721,-0.0167781,0.0186349,-0.0235332
23.704,0.120725,-0.146914,-0.320496
23.736,0.109325,-0.315357,-0.306519
23.772,0.335808,-0.58356,-0.0271458
23.804,0.0443781,-0.475397,-0.107091
23.836,0.0833754,-0.171145,-0.163935
23.872,0.0141956,0.07553,-0.316132
23.9041,-0.0529896,0.0595208,-0.256032
23.9361,0.0641004,0.140018,-0.164488
23.9721,0.0808412,0.0174464,-0.283681
24.0041,-0.00107041,-0.0877826,-0.417137
24.036,0.0754254,0.0557153,0.0137497
24.072,-0.180743,0.147589,-0.221611
24.1041,-0.238091,0.62801,0.0339842
24.136,-0.112384,0.221627,-0.335752
24.1721,-0.055205,0.154682,-0.27993
24.2041,-0.118642,0.0935011,-0.287506
24.2362,0.0284113,0.0822772,-0.363091
24.2721,0.175609,0.0270637,-0.183754
24.3042,0.293451,-0.115528,-0.130844
24.3361,-0.0518074,-0.113401,-0.615047
24.3721,0.211638,0.119575,-0.237948
24.4042,-0.0727044,0.239025,-0.328229
24.4362,0.114705,0.0343016,-0.266597
24.4721,0.157041,0.203525,0.0766815
24.5042,0.128226,0.245752,-0.506839
24.5363,0.42762,-0.203461,-0.403476
24.572,0.125791,0.136026,0.0300819
24.6041,0.0807589,0.0256012,-0.094048
24.6363,-0.0540113,0.269525,-0.0420589
24.672,0.0286626,0.155163,-0.0758961
24.7041,-0.0915375,0.0955647,-0.0889164
24.7361,0.0601425,0.154151,-0.0436267
24.7721,0.0425076,0.00909053,-0.053302
24.804,0.096109,-0.135753,0.0301789
24.8361,0.0811148,0.0110301,0.118724
24.872,0.0364492,-0.040416,-0.0334206
24.904,0.0447971,-0.0520957,-0.0786394
24.9361,0.119214,-0.180715,0.0673852
24.972,0.027698,-0.270248,0.219775
25.004,0.0369462,-0.173652,0.0908661
25.0364,-0.0599613,-0.0284112,0.062771
25.0721,-0.0447757,0.0234169,0.255577
25.1042,-0.0566228,-0.0515492,-0.0660258
25.1361,-0.0242959,-0.0935299,0.127186
25.1721,-0.0262731,-0.0734987,0.23975
25.204,-0.0331429,-0.0508125,0.0257387
25.2361,0.0183739,-0.114906,0.000256306
25.272,-0.0506023,-0.0455874,0.187906
25.3041,-0.0883616,-0.0531456,-0.0306489
25.3361,-0.000353834,-0.0956266,-0.07171
25.372,0.0129237,0.00251901,0.205428
25.404,-0.0588154,-0.0198255,-0.0166316
25.436,0.13358,-0.06399,-0.136512
25.4721,0.0276513,-0.0263416,0.0414799
25.504,-0.0602991,0.0174332,0.181558
25.5361,0.0730989,-0.0947308,-0.156205
25.572,0.0292326,-0.00223315,0.00881322
25.604,-0.135077,0.0262787,0.180498
25.6365,-0.0411489,-0.0265926,0.0455002
25.6721,0.00353378,-0.0138635,-0.0295758
25.7041,-0.0782312,-0.051372,-0.0852039
25.7362,0.0155781,-0.0237251,0.102733
25.7721,0.028099,-0.0635209,-0.105228
25.8041,-0.0438843,-0.0179434,-0.0379404
25.8361,0.144506,-0.0210842,-0.287612
25.8721,-0.032337,0.097333,0.0195628
25.904,0.0854815,-0.0435605,0.0223079
25.9361,0.140702,-0.0120382,-0.154899
25.9721,0.0920628,-0.0386428,0.0665639
26.004,-0.0166551,0.0510461,0.0849646
26.0361,-0.0166158,0.0240174,0.0174793
26.0722,0.0399176,-0.0904564,-0.0680646
26.104,-0.0463678,0.0312784,0.119847
26.1362,-0.0780808,0.0187981,0.0644907
26.1721,-0.0839193,-0.00209591,-0.0383276
26.2041,-0.0487032,-0.085573,-0.00712688
26.236,-0.0838836,0.00595622,0.0694168
26.272,-0.0874968,-0.0107173,0.0298662
26.304,-0.0277495,-0.0165775,0.0218129
26.3361,-0.0249229,-0.020903,0.00283562
26.3721,-0.0803962,0.121234,0.00127116
26.4042,0.0319864,0.0173843,0.160838
26.4361,0.0252025,-0.0609744,-0.0328988
26.472,0.0129093,-0.120952,0.0246689
26.504,-0.0339606,-0.0679496,0.0736181
26.5362,-0.0255377,0.0194882,0.0565161
0,-0.059899,0.00529164,0.043546
